Age,Accuracy_Audio,Accuracy_Comprehension,Accuracy_Image,Time_Audio,Time_Comprehension,Time_Image,Learning_Type
12,96,67,83,97,506,79,Auditory Learner
10,93,92,88,85,400,137,Auditory Learner
15,20,46,72,128,288,343,Visual Learner
9,41,34,33,299,564,201,Auditory Learner
14,80,86,84,105,309,252,Comprehensive Learner
12,26,6,23,95,129,131,Auditory Learner
10,2,55,55,62,571,229,Social Learner
13,59,51,6,298,404,201,Auditory Learner
9,92,45,67,59,332,96,Auditory Learner
13,65,8,50,55,404,272,Auditory Learner
10,92,57,7,239,519,68,Auditory Learner
13,48,22,55,298,166,385,Visual Learner
11,99,2,76,152,547,244,Auditory Learner
12,33,60,57,62,103,163,Comprehensive Learner
13,36,8,84,172,561,393,Visual Learner
11,41,52,98,174,484,47,Visual Learner
12,64,67,68,291,108,388,Visual Learner
9,59,48,7,34,119,146,Auditory Learner
14,89,88,65,190,317,399,Auditory Learner
16,0,69,23,173,173,131,Comprehensive Learner
18,58,47,41,181,408,197,Auditory Learner
13,3,81,53,34,457,382,Comprehensive Learner
14,13,6,15,224,529,388,Visual Learner
9,17,98,3,154,74,123,Comprehensive Learner
16,33,30,58,105,197,376,Visual Learner
14,0,55,93,198,324,78,Visual Learner
12,52,95,45,246,140,72,Comprehensive Learner
15,21,98,93,212,362,373,Comprehensive Learner
12,79,60,98,142,333,326,Visual Learner
12,60,91,12,207,172,247,Comprehensive Learner
13,21,4,36,154,468,316,Visual Learner
10,49,29,53,228,424,217,Visual Learner
15,15,21,48,167,300,227,Visual Learner
10,27,16,74,247,148,254,Visual Learner
10,91,9,57,197,331,385,Auditory Learner
11,85,70,18,163,314,240,Auditory Learner
14,69,67,17,190,548,353,Auditory Learner
11,88,41,59,277,304,211,Auditory Learner
10,41,26,16,251,158,246,Auditory Learner
11,65,6,10,201,132,327,Auditory Learner
12,70,22,14,288,347,98,Auditory Learner
10,80,74,71,285,270,398,Auditory Learner
10,34,7,92,197,593,275,Visual Learner
17,19,7,16,149,142,120,Auditory Learner
11,1,100,89,48,301,216,Comprehensive Learner
12,6,4,4,276,71,356,Auditory Learner
12,95,70,60,234,576,79,Auditory Learner
12,48,85,3,96,175,121,Comprehensive Learner
14,82,99,55,214,406,201,Comprehensive Learner
14,75,1,87,137,79,152,Visual Learner
12,8,87,74,194,195,128,Comprehensive Learner
10,26,50,93,150,505,51,Visual Learner
15,77,65,47,113,497,304,Auditory Learner
12,1,11,47,290,232,271,Visual Learner
16,84,46,34,136,576,128,Auditory Learner
8,67,54,32,152,218,255,Auditory Learner
13,59,25,99,102,464,88,Visual Learner
16,84,44,20,183,571,309,Auditory Learner
12,85,61,4,126,63,343,Auditory Learner
12,48,69,63,283,163,352,Comprehensive Learner
13,1,86,68,111,432,388,Comprehensive Learner
11,16,1,20,46,341,99,Visual Learner
12,82,25,88,209,342,376,Visual Learner
12,87,13,73,245,536,285,Auditory Learner
11,19,81,82,51,294,338,Visual Learner
15,75,56,31,265,237,253,Auditory Learner
13,88,31,17,240,397,121,Auditory Learner
13,86,61,57,236,561,386,Auditory Learner
14,97,77,97,284,281,103,Comprehensive Learner
12,31,29,78,40,515,297,Visual Learner
11,50,12,23,63,418,296,Auditory Learner
11,87,39,4,150,469,157,Auditory Learner
13,41,30,52,265,521,359,Visual Learner
10,62,36,95,212,250,367,Visual Learner
11,88,44,72,107,204,380,Auditory Learner
11,60,85,54,152,403,63,Comprehensive Learner
17,61,58,4,237,216,275,Auditory Learner
8,2,27,68,215,367,354,Visual Learner
12,88,60,40,46,187,141,Auditory Learner
16,91,18,97,283,83,351,Visual Learner
13,75,42,6,128,184,44,Auditory Learner
14,25,58,89,176,234,148,Visual Learner
13,47,15,0,143,160,222,Auditory Learner
11,7,68,51,126,110,158,Comprehensive Learner
8,4,43,97,199,317,331,Visual Learner
13,10,65,25,228,227,367,Comprehensive Learner
11,41,9,95,206,164,389,Visual Learner
11,98,46,62,153,94,222,Auditory Learner
12,90,18,11,186,487,177,Auditory Learner
16,40,83,69,124,398,124,Comprehensive Learner
17,18,92,83,128,212,213,Comprehensive Learner
13,47,88,18,264,565,91,Comprehensive Learner
12,52,80,79,219,139,265,Comprehensive Learner
10,54,50,3,47,90,265,Auditory Learner
13,60,12,95,203,284,171,Visual Learner
16,31,62,81,149,268,223,Visual Learner
12,45,15,4,285,239,306,Auditory Learner
8,91,52,53,125,478,144,Auditory Learner
14,35,34,69,60,556,217,Visual Learner
14,17,99,56,126,364,228,Comprehensive Learner
9,73,58,77,222,373,190,Visual Learner
13,95,38,51,262,393,152,Auditory Learner
13,17,66,17,75,123,325,Comprehensive Learner
12,11,72,63,265,367,162,Comprehensive Learner
11,71,60,9,78,99,127,Auditory Learner
15,96,49,22,191,302,64,Auditory Learner
12,45,52,81,163,420,69,Visual Learner
10,54,45,67,286,304,206,Visual Learner
8,37,51,51,212,204,113,Solitary Learner
15,77,28,95,56,89,112,Visual Learner
14,1,4,46,169,487,151,Visual Learner
13,8,66,69,289,441,250,Visual Learner
12,4,73,25,109,512,219,Comprehensive Learner
11,97,94,69,209,240,44,Auditory Learner
10,18,74,98,296,557,371,Visual Learner
12,70,80,42,81,257,241,Comprehensive Learner
8,38,39,68,113,402,295,Visual Learner
11,41,71,62,185,92,181,Comprehensive Learner
12,16,1,77,133,393,59,Visual Learner
14,62,67,65,126,293,139,Comprehensive Learner
12,89,61,62,154,589,320,Auditory Learner
14,45,79,12,212,487,208,Comprehensive Learner
15,90,57,50,83,325,364,Auditory Learner
15,91,84,4,193,354,272,Auditory Learner
13,19,68,46,178,499,130,Comprehensive Learner
13,69,57,35,116,391,297,Auditory Learner
11,7,34,35,191,210,67,Visual Learner
14,95,13,49,197,360,83,Auditory Learner
16,18,14,55,164,404,180,Visual Learner
13,31,5,18,119,370,124,Auditory Learner
16,18,15,19,110,242,338,Visual Learner
9,23,86,21,260,206,350,Comprehensive Learner
10,23,94,30,118,209,359,Comprehensive Learner
14,55,45,61,31,326,307,Visual Learner
13,80,62,43,251,549,336,Auditory Learner
15,17,11,67,46,190,83,Visual Learner
12,11,40,66,225,206,50,Visual Learner
11,40,18,100,149,434,314,Visual Learner
12,86,75,88,271,544,355,Visual Learner
9,47,76,48,203,563,239,Comprehensive Learner
10,81,1,100,61,563,238,Visual Learner
14,63,19,58,224,278,160,Auditory Learner
14,15,94,3,33,554,53,Comprehensive Learner
13,79,8,38,50,70,103,Auditory Learner
9,99,20,6,267,320,259,Auditory Learner
12,22,7,70,122,130,191,Visual Learner
10,85,38,48,118,223,285,Auditory Learner
15,38,36,88,142,320,134,Visual Learner
11,32,28,14,250,470,307,Auditory Learner
10,23,82,6,127,475,232,Comprehensive Learner
13,60,34,46,171,404,97,Auditory Learner
11,54,37,67,179,293,133,Visual Learner
15,60,89,97,77,74,337,Visual Learner
11,83,74,44,80,413,40,Auditory Learner
10,96,99,18,237,542,367,Comprehensive Learner
8,94,34,46,40,497,245,Auditory Learner
12,39,67,52,299,79,232,Comprehensive Learner
11,57,2,26,292,531,263,Auditory Learner
10,71,11,4,226,221,77,Auditory Learner
15,73,31,59,215,93,371,Auditory Learner
14,0,46,76,250,174,347,Visual Learner
12,84,62,61,110,489,150,Auditory Learner
15,24,25,58,251,80,291,Visual Learner
14,95,42,60,199,226,375,Auditory Learner
11,52,76,55,115,355,123,Comprehensive Learner
10,60,43,77,73,231,199,Visual Learner
14,45,37,93,290,223,194,Visual Learner
13,73,28,46,133,276,137,Auditory Learner
13,59,54,47,257,258,228,Auditory Learner
11,50,51,9,217,109,125,Comprehensive Learner
14,72,18,31,150,557,101,Auditory Learner
11,83,34,64,178,501,298,Auditory Learner
12,47,47,23,86,389,120,Social Learner
15,83,90,28,218,389,386,Comprehensive Learner
11,39,59,6,67,353,398,Comprehensive Learner
9,6,30,94,230,339,134,Visual Learner
10,74,2,16,258,423,326,Auditory Learner
14,84,34,93,160,232,260,Visual Learner
13,18,87,24,200,213,231,Comprehensive Learner
12,14,51,91,64,551,209,Visual Learner
11,69,70,35,230,326,97,Comprehensive Learner
13,60,50,60,197,477,82,Solitary Learner
11,55,55,70,275,331,199,Visual Learner
13,9,98,34,253,502,197,Comprehensive Learner
11,45,20,83,87,572,274,Visual Learner
11,79,0,77,54,471,378,Auditory Learner
11,74,52,49,61,74,340,Auditory Learner
12,56,5,55,139,139,183,Auditory Learner
12,34,97,93,130,299,49,Comprehensive Learner
13,71,81,64,179,148,369,Comprehensive Learner
8,91,61,40,222,313,387,Auditory Learner
11,2,88,24,138,198,307,Comprehensive Learner
12,65,78,33,262,349,195,Comprehensive Learner
16,52,46,7,50,365,57,Auditory Learner
10,77,95,55,281,231,323,Comprehensive Learner
13,51,49,83,43,585,270,Visual Learner
15,92,81,29,244,387,309,Auditory Learner
10,52,30,67,53,212,303,Visual Learner
13,53,63,20,49,237,395,Comprehensive Learner
11,46,28,90,231,475,298,Visual Learner
11,2,14,9,81,370,241,Comprehensive Learner
11,64,57,86,215,303,176,Visual Learner
11,14,22,32,236,468,86,Visual Learner
18,83,37,74,124,279,102,Auditory Learner
14,85,40,82,295,495,116,Auditory Learner
15,33,74,74,44,243,381,Logical Learner
13,49,14,3,204,183,160,Auditory Learner
9,32,86,22,248,297,52,Comprehensive Learner
13,72,2,68,39,465,218,Auditory Learner
15,2,82,52,48,257,355,Comprehensive Learner
11,1,0,4,97,146,370,Visual Learner
14,3,87,17,44,134,196,Comprehensive Learner
14,15,74,16,143,392,55,Comprehensive Learner
16,53,93,57,187,490,285,Comprehensive Learner
12,32,10,66,133,429,231,Visual Learner
10,8,59,71,115,103,380,Visual Learner
12,56,64,55,123,356,94,Comprehensive Learner
15,39,75,39,203,525,373,Comprehensive Learner
9,51,3,86,271,309,350,Visual Learner
8,81,24,86,291,481,227,Visual Learner
13,15,71,1,176,532,208,Comprehensive Learner
12,7,78,20,31,332,247,Comprehensive Learner
13,86,42,51,97,232,48,Auditory Learner
14,59,93,23,98,295,45,Comprehensive Learner
11,35,39,52,76,105,141,Visual Learner
9,2,95,37,93,451,185,Comprehensive Learner
17,14,98,19,109,292,319,Comprehensive Learner
11,96,84,49,283,476,90,Auditory Learner
10,81,94,38,266,325,312,Comprehensive Learner
15,22,99,59,168,249,267,Comprehensive Learner
12,2,90,90,293,242,316,Logical Learner
12,29,43,38,183,416,122,Comprehensive Learner
13,44,71,70,161,198,357,Comprehensive Learner
15,16,58,32,255,564,386,Comprehensive Learner
12,57,22,28,121,541,156,Auditory Learner
16,57,61,73,147,411,114,Visual Learner
8,95,22,9,155,401,349,Auditory Learner
14,56,57,75,256,132,210,Visual Learner
11,6,54,66,208,222,253,Visual Learner
15,38,32,2,114,282,250,Auditory Learner
13,77,76,76,193,244,190,Auditory Learner
11,57,62,30,259,154,279,Comprehensive Learner
14,55,59,26,235,368,160,Comprehensive Learner
14,14,98,69,133,207,348,Comprehensive Learner
14,43,60,26,143,378,254,Comprehensive Learner
10,11,79,98,217,238,335,Visual Learner
12,7,75,8,300,350,304,Comprehensive Learner
12,79,60,5,80,556,191,Auditory Learner
12,40,94,5,251,360,371,Comprehensive Learner
14,33,68,25,140,220,115,Comprehensive Learner
8,45,88,42,84,120,263,Comprehensive Learner
13,87,20,18,41,131,169,Auditory Learner
12,28,2,15,219,496,290,Auditory Learner
11,15,47,22,184,541,365,Comprehensive Learner
11,4,9,74,294,174,299,Visual Learner
12,4,86,79,133,265,356,Comprehensive Learner
8,29,80,28,192,393,244,Comprehensive Learner
11,49,41,37,170,365,165,Auditory Learner
11,4,98,58,266,591,231,Comprehensive Learner
14,12,88,47,73,194,75,Comprehensive Learner
11,98,65,19,268,210,80,Auditory Learner
12,48,90,20,126,199,398,Comprehensive Learner
16,88,45,27,127,466,205,Auditory Learner
14,49,8,49,82,549,377,Social Learner
14,13,48,32,138,264,182,Comprehensive Learner
12,45,3,39,286,354,343,Auditory Learner
14,89,59,89,40,243,392,Social Learner
12,81,89,53,207,77,273,Comprehensive Learner
12,83,95,9,54,442,267,Comprehensive Learner
13,33,28,33,155,567,230,Social Learner
11,70,85,72,295,251,64,Comprehensive Learner
15,46,46,35,162,257,299,Social Learner
12,59,76,74,71,301,57,Comprehensive Learner
14,73,86,73,130,150,159,Comprehensive Learner
15,78,62,6,168,61,392,Auditory Learner
15,80,30,15,250,524,123,Auditory Learner
10,10,50,50,98,344,252,Social Learner
13,97,40,89,206,63,368,Auditory Learner
14,90,35,95,226,297,104,Visual Learner
14,84,39,60,62,498,66,Auditory Learner
10,94,94,30,257,449,246,Logical Learner
11,49,59,31,165,388,127,Comprehensive Learner
14,3,14,44,163,300,275,Visual Learner
11,40,77,75,172,554,89,Comprehensive Learner
12,58,98,26,274,120,222,Comprehensive Learner
16,59,87,21,166,121,272,Comprehensive Learner
12,80,29,14,90,511,225,Auditory Learner
11,61,29,7,85,336,128,Auditory Learner
11,83,26,67,162,218,125,Auditory Learner
13,24,39,7,237,298,143,Comprehensive Learner
10,86,77,86,155,102,149,Comprehensive Learner
12,78,44,15,152,472,159,Auditory Learner
13,32,74,47,260,498,127,Comprehensive Learner
15,18,46,33,64,373,95,Comprehensive Learner
14,56,89,85,295,211,194,Comprehensive Learner
11,14,55,86,120,139,129,Visual Learner
15,40,53,56,50,196,333,Visual Learner
12,68,84,4,169,509,400,Comprehensive Learner
10,79,8,100,294,445,235,Visual Learner
12,59,64,43,149,442,62,Comprehensive Learner
15,95,69,70,250,224,122,Auditory Learner
13,21,0,36,52,361,223,Visual Learner
13,42,85,89,68,107,246,Visual Learner
16,31,12,27,264,186,262,Auditory Learner
10,12,37,67,270,427,127,Visual Learner
10,37,44,95,157,91,92,Visual Learner
9,25,39,37,51,566,241,Comprehensive Learner
13,80,94,45,84,136,239,Comprehensive Learner
13,4,14,72,76,260,234,Visual Learner
16,48,49,99,263,127,43,Visual Learner
13,96,1,25,56,87,400,Auditory Learner
12,90,52,74,77,459,60,Auditory Learner
13,4,94,83,196,116,349,Comprehensive Learner
13,100,25,52,300,262,283,Auditory Learner
9,70,65,62,110,142,165,Auditory Learner
18,47,74,62,147,310,240,Comprehensive Learner
14,17,32,37,74,401,91,Visual Learner
13,94,81,14,210,482,282,Auditory Learner
14,5,84,98,261,498,250,Visual Learner
14,65,58,8,115,473,184,Auditory Learner
12,76,94,96,134,192,83,Visual Learner
11,41,25,74,272,488,146,Visual Learner
14,51,93,21,206,327,191,Comprehensive Learner
13,10,20,69,263,166,152,Visual Learner
11,25,48,55,107,125,262,Visual Learner
15,20,79,36,155,111,194,Comprehensive Learner
13,65,70,56,218,347,213,Comprehensive Learner
14,39,85,59,89,291,386,Comprehensive Learner
15,55,70,84,249,222,386,Visual Learner
13,50,65,11,105,300,202,Comprehensive Learner
13,19,36,6,120,449,224,Comprehensive Learner
14,80,13,65,145,81,324,Auditory Learner
11,79,71,40,196,552,352,Auditory Learner
13,56,92,23,155,580,237,Comprehensive Learner
13,4,6,89,262,421,94,Visual Learner
11,13,37,24,143,118,110,Comprehensive Learner
17,23,44,61,129,544,237,Visual Learner
10,67,21,83,180,160,92,Visual Learner
10,51,43,43,101,399,53,Auditory Learner
15,47,80,1,196,545,60,Comprehensive Learner
14,87,79,41,101,75,399,Auditory Learner
10,46,96,98,40,557,53,Visual Learner
14,59,34,32,258,180,348,Auditory Learner
15,72,59,16,155,273,154,Auditory Learner
12,2,95,62,182,389,391,Comprehensive Learner
18,8,2,21,191,143,257,Visual Learner
9,81,66,0,208,240,234,Auditory Learner
14,99,71,100,173,445,246,Visual Learner
15,82,94,93,168,382,380,Comprehensive Learner
14,23,54,69,235,507,389,Visual Learner
12,3,8,53,125,132,150,Visual Learner
12,8,68,13,243,314,206,Comprehensive Learner
13,96,27,99,98,349,140,Visual Learner
14,0,14,96,48,559,208,Visual Learner
14,34,90,52,130,61,195,Comprehensive Learner
15,73,30,5,110,442,297,Auditory Learner
10,11,58,89,212,171,317,Visual Learner
12,17,81,63,47,263,275,Comprehensive Learner
11,77,53,87,184,85,167,Visual Learner
12,9,67,32,158,167,391,Comprehensive Learner
15,73,84,71,190,333,162,Comprehensive Learner
13,17,46,43,148,76,228,Comprehensive Learner
18,23,41,33,202,523,375,Comprehensive Learner
13,0,22,33,182,357,331,Visual Learner
13,93,85,23,49,455,376,Auditory Learner
13,78,64,1,63,86,344,Auditory Learner
11,71,88,7,89,242,298,Comprehensive Learner
12,98,53,24,187,575,318,Auditory Learner
15,81,91,93,235,508,396,Visual Learner
13,15,100,31,122,391,270,Comprehensive Learner
11,84,10,55,247,515,195,Auditory Learner
11,14,62,93,118,479,148,Visual Learner
12,61,21,6,202,299,400,Auditory Learner
13,4,53,47,69,571,367,Comprehensive Learner
15,44,88,87,232,349,72,Comprehensive Learner
10,51,84,53,250,498,165,Comprehensive Learner
12,70,35,62,76,582,107,Auditory Learner
13,6,57,72,272,318,284,Visual Learner
9,26,19,79,117,327,366,Visual Learner
11,88,15,1,186,172,306,Auditory Learner
11,85,91,34,191,464,175,Comprehensive Learner
11,12,55,97,49,461,315,Visual Learner
13,16,92,21,177,295,101,Comprehensive Learner
12,43,49,82,230,65,210,Visual Learner
11,12,89,63,180,173,142,Comprehensive Learner
13,89,65,58,129,424,131,Auditory Learner
16,72,73,48,276,380,114,Comprehensive Learner
16,4,12,51,142,370,153,Visual Learner
9,32,14,20,248,227,160,Auditory Learner
14,3,72,11,54,111,253,Comprehensive Learner
12,91,26,10,132,359,237,Auditory Learner
13,25,7,53,108,121,302,Visual Learner
12,67,69,82,45,143,177,Visual Learner
13,15,99,69,88,412,207,Comprehensive Learner
13,100,49,13,223,562,43,Auditory Learner
11,21,87,32,154,534,240,Comprehensive Learner
11,35,66,76,61,562,141,Visual Learner
12,57,25,25,207,158,58,Auditory Learner
13,54,35,13,248,365,61,Auditory Learner
14,34,20,87,129,374,398,Visual Learner
14,24,76,47,132,501,168,Comprehensive Learner
12,71,51,64,147,306,188,Auditory Learner
13,80,10,45,272,324,277,Auditory Learner
14,60,7,54,148,484,46,Auditory Learner
15,17,56,93,36,117,372,Visual Learner
12,57,45,73,39,543,62,Visual Learner
12,75,77,73,71,383,129,Comprehensive Learner
13,56,96,91,76,245,57,Comprehensive Learner
10,96,1,67,125,558,110,Auditory Learner
12,86,63,77,275,121,105,Auditory Learner
14,62,51,11,253,305,92,Auditory Learner
14,11,64,53,143,546,231,Comprehensive Learner
12,10,10,63,61,432,181,Visual Learner
13,12,5,46,182,574,64,Visual Learner
11,34,95,36,246,110,289,Comprehensive Learner
14,26,78,73,275,158,72,Comprehensive Learner
12,88,75,40,290,382,215,Auditory Learner
12,66,63,26,36,500,78,Auditory Learner
12,88,100,41,234,463,251,Comprehensive Learner
12,44,92,75,293,476,172,Comprehensive Learner
12,73,54,85,231,214,152,Visual Learner
14,80,43,67,145,205,188,Auditory Learner
12,66,85,28,241,294,354,Comprehensive Learner
16,21,13,35,189,533,116,Visual Learner
15,77,82,56,158,458,53,Comprehensive Learner
11,90,4,77,177,519,93,Auditory Learner
13,41,98,11,107,492,292,Comprehensive Learner
11,19,24,44,291,316,212,Visual Learner
12,47,49,19,81,498,208,Comprehensive Learner
17,17,72,44,287,596,131,Comprehensive Learner
12,76,70,22,250,234,168,Auditory Learner
13,69,81,61,68,550,169,Comprehensive Learner
14,73,1,85,277,342,111,Visual Learner
10,100,9,33,283,278,294,Auditory Learner
11,92,1,20,145,215,180,Auditory Learner
10,5,59,50,226,116,346,Comprehensive Learner
11,38,44,8,243,570,165,Comprehensive Learner
8,10,7,73,121,397,290,Visual Learner
14,24,57,9,61,331,41,Comprehensive Learner
17,93,6,51,122,243,49,Auditory Learner
13,54,98,44,261,350,325,Comprehensive Learner
10,83,86,51,160,361,263,Comprehensive Learner
11,57,71,29,252,306,104,Comprehensive Learner
12,36,20,63,42,75,148,Visual Learner
10,15,96,96,50,394,339,Logical Learner
14,94,46,1,43,270,81,Auditory Learner
14,92,0,48,136,432,298,Auditory Learner
10,69,11,95,157,465,150,Visual Learner
14,92,74,44,61,589,67,Auditory Learner
16,95,47,16,198,81,90,Auditory Learner
16,72,93,27,110,178,252,Comprehensive Learner
18,36,3,44,211,587,164,Visual Learner
11,52,33,16,219,243,308,Auditory Learner
18,86,86,58,284,574,79,Logical Learner
12,15,31,13,195,551,193,Comprehensive Learner
11,17,2,9,285,565,399,Auditory Learner
13,18,91,97,227,496,197,Visual Learner
11,43,67,77,242,164,333,Visual Learner
13,1,56,80,74,162,400,Visual Learner
10,57,75,100,42,267,311,Visual Learner
12,9,23,85,81,106,149,Visual Learner
15,75,32,17,294,363,273,Auditory Learner
12,45,2,34,72,226,350,Auditory Learner
13,81,3,47,36,553,216,Auditory Learner
13,18,29,57,259,146,166,Visual Learner
15,37,69,17,73,285,119,Comprehensive Learner
9,36,48,51,201,179,91,Visual Learner
14,90,29,29,131,307,344,Auditory Learner
12,77,71,36,252,564,343,Auditory Learner
13,44,81,39,97,412,369,Comprehensive Learner
15,33,15,5,151,203,121,Auditory Learner
10,1,52,78,106,409,333,Visual Learner
10,43,5,34,234,574,312,Auditory Learner
9,96,23,25,200,376,80,Auditory Learner
11,82,91,90,247,85,349,Comprehensive Learner
15,26,95,29,222,589,335,Comprehensive Learner
12,47,88,74,182,381,326,Comprehensive Learner
10,93,27,23,70,355,385,Auditory Learner
12,6,20,54,52,190,193,Visual Learner
10,26,7,77,215,76,271,Visual Learner
10,84,35,86,245,244,371,Visual Learner
13,70,8,8,72,108,185,Auditory Learner
10,88,39,61,142,135,330,Auditory Learner
15,17,84,17,260,587,95,Comprehensive Learner
12,32,50,50,139,65,69,Solitary Learner
13,32,0,18,167,93,114,Auditory Learner
12,95,62,68,134,118,91,Auditory Learner
14,24,67,81,169,126,235,Visual Learner
14,13,73,32,284,314,350,Comprehensive Learner
13,37,25,37,104,462,267,Social Learner
14,37,39,12,262,216,177,Comprehensive Learner
12,3,2,48,241,91,221,Visual Learner
14,61,8,72,87,69,329,Visual Learner
12,81,31,89,67,434,230,Visual Learner
13,9,66,52,291,408,198,Comprehensive Learner
12,34,3,0,241,591,231,Auditory Learner
12,98,5,11,167,215,217,Auditory Learner
11,22,72,23,87,86,76,Comprehensive Learner
13,88,25,0,82,212,263,Auditory Learner
15,64,1,67,235,344,199,Visual Learner
15,81,65,6,34,309,248,Auditory Learner
10,78,84,91,136,488,330,Visual Learner
15,24,85,100,272,345,288,Visual Learner
12,95,2,68,177,565,224,Auditory Learner
14,52,34,38,208,353,380,Auditory Learner
11,83,58,31,203,503,327,Auditory Learner
13,16,37,48,168,347,265,Visual Learner
13,56,32,30,204,365,265,Auditory Learner
10,74,14,78,282,130,47,Visual Learner
14,76,74,2,279,222,62,Auditory Learner
15,88,73,46,165,540,262,Auditory Learner
12,19,99,14,51,402,388,Comprehensive Learner
15,24,13,50,67,576,205,Visual Learner
12,41,65,81,56,166,314,Visual Learner
14,44,44,84,149,557,340,Visual Learner
8,30,47,73,282,60,75,Visual Learner
17,64,43,20,94,535,216,Auditory Learner
15,51,36,89,103,512,227,Visual Learner
12,79,28,40,203,124,351,Auditory Learner
9,91,98,2,289,544,359,Comprehensive Learner
13,20,83,0,102,481,357,Comprehensive Learner
10,29,84,20,108,595,266,Comprehensive Learner
13,2,33,74,73,210,98,Visual Learner
13,97,58,79,262,450,296,Auditory Learner
11,69,42,98,32,474,136,Visual Learner
15,42,32,20,108,66,248,Auditory Learner
14,28,18,74,210,575,288,Visual Learner
14,2,7,94,168,525,372,Visual Learner
13,57,30,48,36,163,300,Auditory Learner
10,32,10,64,242,523,97,Visual Learner
14,74,7,40,30,410,96,Auditory Learner
12,44,24,95,213,425,209,Visual Learner
10,68,19,66,280,241,112,Auditory Learner
15,31,37,95,244,302,380,Visual Learner
17,81,6,41,106,279,61,Auditory Learner
12,83,76,68,72,267,92,Auditory Learner
17,51,38,56,186,241,96,Visual Learner
13,63,73,42,47,488,142,Comprehensive Learner
12,39,71,100,249,94,151,Visual Learner
11,91,19,11,102,480,346,Auditory Learner
16,12,80,77,219,262,300,Comprehensive Learner
11,89,10,63,291,221,174,Auditory Learner
14,79,15,50,173,467,359,Auditory Learner
11,88,100,72,158,408,224,Comprehensive Learner
12,73,41,59,219,63,65,Auditory Learner
15,28,95,70,180,420,64,Comprehensive Learner
12,62,89,79,124,417,364,Comprehensive Learner
12,83,51,27,67,95,303,Auditory Learner
15,25,36,70,185,394,48,Visual Learner
16,95,51,13,71,350,349,Auditory Learner
14,58,8,31,155,344,259,Auditory Learner
11,48,34,7,106,95,315,Auditory Learner
11,52,66,26,125,383,234,Comprehensive Learner
13,87,94,49,292,522,211,Comprehensive Learner
13,30,6,58,254,454,209,Visual Learner
11,11,1,56,140,108,151,Visual Learner
14,57,24,2,267,522,210,Auditory Learner
13,35,75,26,234,372,253,Comprehensive Learner
9,9,93,93,292,414,213,Logical Learner
11,5,93,33,105,402,329,Comprehensive Learner
11,6,92,25,172,114,107,Comprehensive Learner
12,30,40,100,114,371,185,Visual Learner
16,90,74,39,281,319,178,Auditory Learner
13,71,51,85,261,147,258,Visual Learner
11,2,86,31,159,379,368,Comprehensive Learner
13,46,80,40,58,449,64,Comprehensive Learner
12,84,76,1,257,329,291,Auditory Learner
13,0,96,71,36,519,254,Comprehensive Learner
14,44,64,6,59,420,204,Comprehensive Learner
15,53,76,18,244,185,120,Comprehensive Learner
12,49,37,32,144,244,347,Auditory Learner
16,78,66,1,244,424,116,Auditory Learner
14,6,79,66,193,67,363,Comprehensive Learner
11,62,41,91,199,473,323,Visual Learner
17,14,70,77,250,191,197,Visual Learner
13,88,53,14,289,415,213,Auditory Learner
11,66,66,20,241,382,207,Solitary Learner
16,29,77,77,290,161,188,Logical Learner
17,77,63,58,159,525,182,Auditory Learner
12,67,79,81,134,488,170,Visual Learner
11,35,3,38,83,134,376,Visual Learner
12,66,30,19,137,159,136,Auditory Learner
14,4,12,0,284,295,303,Comprehensive Learner
15,24,26,72,76,328,385,Visual Learner
14,94,58,8,163,313,204,Auditory Learner
13,10,64,50,53,388,58,Comprehensive Learner
15,71,63,37,146,358,322,Auditory Learner
12,89,24,92,268,429,55,Visual Learner
15,65,36,14,70,318,41,Auditory Learner
12,27,74,83,279,287,49,Visual Learner
13,59,72,40,118,436,145,Comprehensive Learner
12,9,70,93,121,204,56,Visual Learner
12,49,13,46,110,139,243,Auditory Learner
12,38,93,25,159,98,46,Comprehensive Learner
15,36,23,53,120,156,240,Visual Learner
11,62,66,69,129,305,85,Visual Learner
11,60,47,38,107,392,217,Auditory Learner
17,84,90,16,72,462,49,Comprehensive Learner
14,91,64,69,152,337,311,Auditory Learner
8,37,37,91,52,67,296,Visual Learner
11,32,89,8,173,423,176,Comprehensive Learner
9,74,69,90,287,511,52,Visual Learner
11,44,58,98,36,311,228,Visual Learner
8,43,11,45,215,77,183,Visual Learner
12,0,53,5,124,449,265,Comprehensive Learner
10,52,50,67,54,301,325,Visual Learner
13,46,37,15,256,312,244,Auditory Learner
9,32,45,86,202,63,367,Visual Learner
13,66,98,86,164,432,222,Comprehensive Learner
12,89,9,28,98,484,50,Auditory Learner
16,14,8,40,260,238,370,Visual Learner
15,13,86,67,287,71,87,Comprehensive Learner
14,22,93,61,202,352,302,Comprehensive Learner
12,53,51,39,61,318,296,Auditory Learner
16,7,50,61,229,488,126,Visual Learner
9,53,21,23,109,354,71,Auditory Learner
10,35,72,5,104,392,357,Comprehensive Learner
12,83,82,39,293,171,182,Auditory Learner
17,51,71,69,114,265,131,Comprehensive Learner
12,5,67,57,246,281,228,Comprehensive Learner
12,96,4,13,150,589,117,Auditory Learner
10,27,82,77,49,72,372,Comprehensive Learner
14,49,81,44,178,329,73,Comprehensive Learner
14,37,28,98,36,99,187,Visual Learner
